bike_name,price,city,kms_driven,owner,age,power,brand
Honda Splendor Plus,81854,Bangalore,27525,Fourth Owner,14,100,Honda
Bajaj Pulsar 150cc,160735,Ahmedabad,95998,Fourth Owner,5,180,Bajaj
Suzuki Duke 200,170527,Delhi,96949,Third Owner,14,200,Suzuki
Suzuki Splendor Plus,177455,Lucknow,53356,First Owner,15,200,Suzuki
Other Apache RTR 160,106301,Chennai,39196,Second Owner,15,125,Other
Bajaj Classic 350,139426,Hyderabad,20029,Third Owner,2,150,Bajaj
Bajaj Apache RTR 160,179731,Pune,58852,First Owner,11,200,Bajaj
Yamaha Other Model,149854,Delhi,36050,First Owner,3,160,Yamaha
Bajaj Pulsar 150cc,135753,Jaipur,81090,Third Owner,11,160,Bajaj
Yamaha Access 125,492391,Ahmedabad,18100,Fourth Owner,8,500,Yamaha
Honda Pulsar 150cc,81379,Jaipur,77068,Third Owner,16,110,Honda
KTM Apache RTR 160,71832,Ahmedabad,84884,Second Owner,12,100,KTM
Hero Splendor Plus,619606,Mumbai,74932,Second Owner,17,650,Hero
Royal Enfield Other Model,627091,Bangalore,43028,Second Owner,11,650,Royal Enfield
Bajaj Access 125,79742,Ahmedabad,54841,First Owner,5,100,Bajaj
Yamaha Duke 200,331875,Bangalore,9360,Third Owner,13,350,Yamaha
Other Access 125,127695,Bangalore,96977,First Owner,5,150,Other
Hero Apache RTR 160,472384,Pune,90469,Third Owner,12,500,Hero
TVS Pulsar 150cc,76298,Kolkata,65106,Fourth Owner,9,100,TVS
Bajaj FZ S,118422,Jaipur,34263,Fourth Owner,1,125,Bajaj
Bajaj Classic 350,122565,Lucknow,91527,Second Owner,16,160,Bajaj
Other Duke 200,88398,Hyderabad,20383,First Owner,17,110,Other
KTM Other Model,73893,Bangalore,10593,Fourth Owner,19,100,KTM
Other Pulsar 150cc,178621,Ahmedabad,92081,Second Owner,7,200,Other
Hero Access 125,101339,Pune,23237,Second Owner,6,110,Hero
Royal Enfield Other Model,78905,Kolkata,31933,Second Owner,13,100,Royal Enfield
Other FZ S,195174,Ahmedabad,22095,First Owner,1,200,Other
TVS Access 125,115928,Pune,81514,Fourth Owner,13,150,TVS
Hero Shine 125cc,192045,Jaipur,66528,Second Owner,18,220,Hero
Suzuki Shine 125cc,176260,Hyderabad,92429,Second Owner,10,200,Suzuki
Yamaha FZ S,611440,Pune,93483,Fourth Owner,18,650,Yamaha
Royal Enfield Apache RTR 160,89154,Lucknow,70066,Fourth Owner,9,110,Royal Enfield
Yamaha Classic 350,80175,Lucknow,55254,Second Owner,4,100,Yamaha
Yamaha Pulsar 150cc,486861,Ahmedabad,40657,First Owner,8,500,Yamaha
TVS Apache RTR 160,329655,Ahmedabad,36407,Third Owner,14,350,TVS
Honda Apache RTR 160,78522,Bangalore,91948,Third Owner,16,110,Honda
Honda FZ S,76699,Hyderabad,85341,First Owner,10,100,Honda
KTM Shine 125cc,91770,Kolkata,27718,Second Owner,6,100,KTM
Suzuki Pulsar 150cc,101504,Ahmedabad,13676,Third Owner,17,125,Suzuki
Other Access 125,178220,Hyderabad,61527,Second Owner,13,200,Other
TVS Other Model,169369,Bangalore,25699,Third Owner,1,180,TVS
Hero Access 125,117802,Chennai,97235,Fourth Owner,12,150,Hero
Bajaj Classic 350,642574,Ahmedabad,5807,Second Owner,7,650,Bajaj
Other FZ S,201440,Jaipur,40769,Third Owner,13,220,Other
KTM Splendor Plus,159867,Mumbai,72309,Fourth Owner,10,180,KTM
Other Shine 125cc,117885,Pune,92126,First Owner,14,150,Other
Royal Enfield Pulsar 150cc,486573,Bangalore,18417,Fourth Owner,14,500,Royal Enfield
Honda FZ S,144506,Chennai,8987,Second Owner,17,160,Honda
Suzuki Duke 200,330813,Hyderabad,32203,Fourth Owner,11,350,Suzuki
KTM FZ S,189076,Lucknow,66100,First Owner,19,220,KTM
KTM Other Model,473361,Kolkata,82978,Fourth Owner,12,500,KTM
KTM FZ S,329293,Chennai,99077,Third Owner,5,350,KTM
Other Other Model,156600,Chennai,51655,Fourth Owner,10,180,Other
Honda Pulsar 150cc,328507,Chennai,14525,Third Owner,16,350,Honda
Hero Duke 200,141603,Kolkata,32028,Third Owner,3,150,Hero
KTM Splendor Plus,154473,Ahmedabad,25430,Third Owner,19,180,KTM
Honda Classic 350,161376,Chennai,61227,Fourth Owner,8,180,Honda
Suzuki Splendor Plus,202213,Pune,40411,First Owner,14,220,Suzuki
Bajaj Duke 200,122210,Lucknow,13284,Fourth Owner,4,125,Bajaj
Suzuki Classic 350,644901,Mumbai,4220,Third Owner,5,650,Suzuki
Hero Splendor Plus,200491,Pune,45673,Second Owner,8,220,Hero
KTM Duke 200,121152,Ahmedabad,75082,Third Owner,19,160,KTM
Hero Access 125,100903,Ahmedabad,76595,First Owner,6,125,Hero
Royal Enfield Access 125,108964,Pune,20805,Fourth Owner,14,125,Royal Enfield
Honda Other Model,85953,Hyderabad,33050,Fourth Owner,17,110,Honda
Honda Shine 125cc,317370,Bangalore,99517,Second Owner,11,350,Honda
Yamaha Pulsar 150cc,84650,Delhi,40218,First Owner,6,100,Yamaha
KTM Classic 350,475284,Delhi,76953,Fourth Owner,10,500,KTM
Bajaj Apache RTR 160,160942,Hyderabad,46055,Fourth Owner,13,180,Bajaj
KTM Other Model,109779,Delhi,38480,Fourth Owner,5,125,KTM
TVS FZ S,147016,Lucknow,76701,First Owner,14,180,TVS
Hero Splendor Plus,207970,Hyderabad,61943,Third Owner,1,220,Hero
Bajaj Splendor Plus,91081,Lucknow,82929,Third Owner,6,110,Bajaj
Honda Splendor Plus,81257,Lucknow,71628,Fourth Owner,18,110,Honda
Hero Splendor Plus,624369,Lucknow,81777,Second Owner,6,650,Hero
Suzuki Other Model,124876,Lucknow,92151,Fourth Owner,16,160,Suzuki
Other Splendor Plus,638256,Bangalore,53628,Third Owner,1,650,Other
Yamaha Access 125,158399,Hyderabad,85859,Third Owner,4,180,Yamaha
KTM Other Model,168775,Pune,76467,Third Owner,18,200,KTM
Bajaj FZ S,153341,Bangalore,93804,Fourth Owner,3,180,Bajaj
Honda FZ S,87841,Ahmedabad,23499,First Owner,4,100,Honda
Hero Apache RTR 160,121897,Kolkata,83692,Third Owner,17,160,Hero
Other FZ S,159446,Jaipur,85023,First Owner,2,180,Other
TVS Access 125,490939,Bangalore,52694,First Owner,1,500,TVS
Hero Duke 200,105152,Chennai,46338,Second Owner,9,125,Hero
KTM Other Model,73304,Kolkata,97080,First Owner,6,100,KTM
Suzuki Other Model,126749,Bangalore,2260,First Owner,1,125,Suzuki
KTM Other Model,332730,Chennai,98920,Third Owner,2,350,KTM
Honda Splendor Plus,79637,Ahmedabad,18666,Second Owner,15,100,Honda
Yamaha Shine 125cc,152804,Bangalore,38248,Fourth Owner,15,180,Yamaha
Yamaha Duke 200,164516,Ahmedabad,81139,First Owner,15,200,Yamaha
Yamaha Splendor Plus,123057,Kolkata,76926,Second Owner,8,150,Yamaha
Royal Enfield Apache RTR 160,88801,Ahmedabad,22337,Second Owner,6,100,Royal Enfield
TVS Apache RTR 160,156820,Kolkata,51434,First Owner,10,180,TVS
Hero Access 125,90512,Pune,30078,Second Owner,15,110,Hero
Suzuki Other Model,148115,Hyderabad,14138,Second Owner,2,150,Suzuki
KTM Duke 200,197148,Mumbai,23069,Fourth Owner,2,200,KTM
Other Access 125,137974,Ahmedabad,56074,Fourth Owner,13,160,Other
KTM Splendor Plus,187967,Hyderabad,25439,Third Owner,8,200,KTM
Honda Duke 200,139583,Jaipur,83347,First Owner,19,180,Honda
Bajaj Shine 125cc,323388,Bangalore,61318,Third Owner,15,350,Bajaj
Bajaj Classic 350,135905,Hyderabad,67727,First Owner,8,160,Bajaj
Suzuki Shine 125cc,471485,Lucknow,91850,Third Owner,11,500,Suzuki
Bajaj Shine 125cc,174773,Pune,85363,Fourth Owner,6,200,Bajaj
Yamaha Access 125,134801,Pune,84240,First Owner,2,150,Yamaha
Other Splendor Plus,129620,Mumbai,67983,Fourth Owner,2,150,Other
Royal Enfield Shine 125cc,621327,Jaipur,82211,Fourth Owner,11,650,Royal Enfield
Other Other Model,83878,Chennai,88210,Second Owner,19,125,Other
Royal Enfield Other Model,121269,Ahmedabad,8963,Fourth Owner,5,125,Royal Enfield
Other Other Model,144804,Ahmedabad,77419,Fourth Owner,4,160,Other
Royal Enfield Duke 200,489703,Mumbai,38656,Second Owner,2,500,Royal Enfield
Honda Splendor Plus,209159,Mumbai,43989,Third Owner,3,220,Honda
Yamaha Other Model,127725,Delhi,73980,Fourth Owner,16,160,Yamaha
KTM Other Model,138610,Bangalore,27184,Fourth Owner,1,150,KTM
Bajaj Shine 125cc,125532,Hyderabad,55290,Third Owner,10,150,Bajaj
Suzuki Other Model,122481,Jaipur,75985,Third Owner,19,160,Suzuki
TVS Splendor Plus,328042,Jaipur,78363,Third Owner,11,350,TVS
Yamaha Duke 200,178797,Jaipur,53841,Fourth Owner,11,200,Yamaha
Suzuki Pulsar 150cc,86865,Hyderabad,73170,Second Owner,10,110,Suzuki
Bajaj Duke 200,488660,Hyderabad,59036,Second Owner,3,500,Bajaj
Hero Access 125,324394,Kolkata,55661,Second Owner,13,350,Hero
Royal Enfield Pulsar 150cc,192308,Lucknow,41324,Second Owner,2,200,Royal Enfield
Other Classic 350,121764,Pune,68483,Fourth Owner,10,150,Other
Hero Shine 125cc,483724,Bangalore,17405,First Owner,16,500,Hero
KTM Other Model,84684,Delhi,93394,First Owner,3,110,KTM
KTM Classic 350,86348,Lucknow,98535,Fourth Owner,1,110,KTM
Yamaha Access 125,143966,Kolkata,16557,Third Owner,7,150,Yamaha
Suzuki Apache RTR 160,151180,Hyderabad,36362,First Owner,18,180,Suzuki
Yamaha Access 125,613930,Delhi,73049,Third Owner,18,650,Yamaha
Yamaha Classic 350,203183,Jaipur,35501,Fourth Owner,5,220,Yamaha
Bajaj Pulsar 150cc,81063,Delhi,55460,Second Owner,10,100,Bajaj
KTM Other Model,186682,Pune,31202,Fourth Owner,12,200,KTM
Bajaj Access 125,163475,Bangalore,39693,Third Owner,13,180,Bajaj
Royal Enfield Apache RTR 160,135674,Hyderabad,40106,Fourth Owner,13,160,Royal Enfield
Yamaha FZ S,107209,Mumbai,19742,Fourth Owner,9,125,Yamaha
TVS Pulsar 150cc,163714,Delhi,39266,First Owner,9,180,TVS
Honda FZ S,333431,Bangalore,29221,Third Owner,10,350,Honda
Royal Enfield Apache RTR 160,87960,Chennai,25317,Third Owner,13,110,Royal Enfield
KTM Shine 125cc,88073,Kolkata,69639,Fourth Owner,1,100,KTM
Bajaj Splendor Plus,146919,Pune,81021,Second Owner,1,160,Bajaj
KTM Shine 125cc,126190,Ahmedabad,92453,Third Owner,3,150,KTM
Hero Classic 350,194483,Lucknow,95429,Second Owner,5,220,Hero
KTM Duke 200,202163,Pune,14922,First Owner,19,220,KTM
Hero FZ S,88617,Lucknow,95755,Third Owner,17,125,Hero
Other Other Model,90638,Ahmedabad,13102,Fourth Owner,18,110,Other
Other Splendor Plus,69326,Chennai,52373,Second Owner,18,100,Other
KTM Apache RTR 160,149619,Jaipur,27206,Third Owner,3,160,KTM
Royal Enfield Duke 200,477287,Bangalore,94945,Third Owner,5,500,Royal Enfield
KTM Classic 350,630713,Kolkata,31724,Fourth Owner,15,650,KTM
Royal Enfield Pulsar 150cc,74712,Delhi,67035,Third Owner,14,100,Royal Enfield
Bajaj Shine 125cc,339494,Hyderabad,22176,First Owner,3,350,Bajaj
TVS Apache RTR 160,182622,Mumbai,76707,First Owner,7,200,TVS
Honda Splendor Plus,479917,Ahmedabad,69808,Second Owner,8,500,Honda
Royal Enfield Apache RTR 160,119156,Chennai,56409,First Owner,18,150,Royal Enfield
Yamaha Pulsar 150cc,160869,Mumbai,42434,Third Owner,13,180,Yamaha
Honda Pulsar 150cc,69313,Lucknow,83528,Fourth Owner,14,100,Honda
Other Apache RTR 160,101631,Mumbai,53091,Fourth Owner,1,110,Other
KTM Shine 125cc,321209,Bangalore,56900,First Owner,18,350,KTM
Yamaha FZ S,82928,Pune,9401,Fourth Owner,16,100,Yamaha
Honda Duke 200,187778,Delhi,73902,Fourth Owner,15,220,Honda
TVS Splendor Plus,199651,Lucknow,80480,Fourth Owner,1,220,TVS
TVS Other Model,171319,Pune,17078,Second Owner,4,180,TVS
Hero Shine 125cc,172689,Pune,16343,First Owner,4,180,Hero
TVS Duke 200,144863,Ahmedabad,93815,Fourth Owner,18,180,TVS
Royal Enfield Shine 125cc,73923,Lucknow,50961,First Owner,16,100,Royal Enfield
Royal Enfield Access 125,183176,Mumbai,26567,Third Owner,16,200,Royal Enfield
KTM Classic 350,126731,Chennai,95944,Second Owner,17,160,KTM
Hero Access 125,127327,Ahmedabad,43489,Fourth Owner,16,150,Hero
TVS FZ S,129519,Jaipur,89722,First Owner,7,150,TVS
Royal Enfield Splendor Plus,491137,Jaipur,2176,Fourth Owner,4,500,Royal Enfield
Royal Enfield Shine 125cc,83764,Hyderabad,72875,First Owner,12,110,Royal Enfield
TVS Other Model,84790,Lucknow,31762,First Owner,17,110,TVS
Hero Duke 200,166689,Ahmedabad,68832,First Owner,17,200,Hero
TVS Shine 125cc,72574,Pune,40003,First Owner,19,100,TVS
Yamaha Classic 350,169793,Delhi,38054,Third Owner,6,180,Yamaha
Bajaj Pulsar 150cc,145748,Kolkata,17639,First Owner,8,160,Bajaj
Suzuki FZ S,139700,Lucknow,3750,Second Owner,16,160,Suzuki
Hero Pulsar 150cc,201856,Hyderabad,77863,Third Owner,5,220,Hero
TVS Duke 200,168631,Pune,17106,Third Owner,6,180,TVS
Other Classic 350,131782,Delhi,53154,Fourth Owner,14,160,Other
Hero Access 125,486615,Hyderabad,6755,Second Owner,12,500,Hero
Bajaj Duke 200,642008,Kolkata,36785,Second Owner,3,650,Bajaj
Yamaha Pulsar 150cc,159869,Kolkata,32100,Third Owner,9,180,Yamaha
Hero Duke 200,622861,Delhi,56205,First Owner,18,650,Hero
Suzuki Classic 350,74539,Chennai,55409,Second Owner,10,100,Suzuki
Suzuki Apache RTR 160,125907,Mumbai,30263,First Owner,14,150,Suzuki
Hero Duke 200,83628,Kolkata,5546,Third Owner,17,100,Hero
Suzuki Classic 350,201469,Ahmedabad,43277,First Owner,9,220,Suzuki
Honda Pulsar 150cc,96782,Ahmedabad,23745,Third Owner,5,110,Honda
Other Splendor Plus,187079,Lucknow,89649,Second Owner,11,220,Other
Other Duke 200,85751,Chennai,33749,Fourth Owner,13,110,Other
TVS Apache RTR 160,96491,Mumbai,37367,First Owner,1,100,TVS
TVS Pulsar 150cc,480992,Kolkata,25207,Fourth Owner,14,500,TVS
Bajaj Pulsar 150cc,483069,Pune,78179,Fourth Owner,5,500,Bajaj
Honda Classic 350,183191,Bangalore,8233,Second Owner,11,200,Honda
Royal Enfield FZ S,91202,Pune,23514,Second Owner,7,100,Royal Enfield
KTM Apache RTR 160,94194,Bangalore,74839,First Owner,5,110,KTM
Honda Splendor Plus,100421,Lucknow,40985,Fourth Owner,14,125,Honda
Royal Enfield Other Model,149606,Pune,33762,First Owner,5,160,Royal Enfield
Yamaha Other Model,109860,Kolkata,80724,Third Owner,1,125,Yamaha
Other FZ S,127769,Chennai,77287,Fourth Owner,9,150,Other
Royal Enfield Shine 125cc,619289,Kolkata,83833,Fourth Owner,13,650,Royal Enfield
Bajaj Shine 125cc,630552,Ahmedabad,57618,First Owner,9,650,Bajaj
Yamaha Duke 200,168791,Mumbai,33711,Second Owner,7,180,Yamaha
TVS Apache RTR 160,621895,Bangalore,94779,Fourth Owner,7,650,TVS
Suzuki Splendor Plus,179686,Bangalore,69012,Third Owner,11,200,Suzuki
TVS Duke 200,338636,Kolkata,41960,First Owner,6,350,TVS
Suzuki Other Model,131086,Hyderabad,96081,First Owner,7,160,Suzuki
Hero Pulsar 150cc,179928,Lucknow,64171,Fourth Owner,7,200,Hero
TVS FZ S,129536,Lucknow,60329,First Owner,15,160,TVS
TVS Other Model,197180,Hyderabad,79726,Second Owner,6,220,TVS
TVS Access 125,192220,Kolkata,55056,Second Owner,18,220,TVS
Yamaha Splendor Plus,143598,Chennai,6520,Second Owner,1,150,Yamaha
Bajaj Other Model,476408,Delhi,21235,Third Owner,19,500,Bajaj
Hero Other Model,164316,Mumbai,18122,Fourth Owner,12,180,Hero
Hero Shine 125cc,142828,Hyderabad,4230,Third Owner,13,160,Hero
TVS FZ S,146256,Delhi,25165,First Owner,8,160,TVS
KTM Other Model,215893,Jaipur,35501,Third Owner,2,220,KTM
Yamaha Shine 125cc,105311,Jaipur,33211,Third Owner,11,125,Yamaha
Royal Enfield Other Model,72810,Mumbai,49444,Second Owner,17,100,Royal Enfield
Royal Enfield Access 125,618513,Kolkata,89595,Third Owner,10,650,Royal Enfield
Other Splendor Plus,137583,Hyderabad,50723,Third Owner,6,150,Other
KTM Duke 200,167792,Mumbai,45314,First Owner,8,180,KTM
Honda Apache RTR 160,158579,Mumbai,24765,Third Owner,14,180,Honda
KTM Splendor Plus,141596,Chennai,15978,Third Owner,12,160,KTM
Yamaha FZ S,139965,Pune,21377,Third Owner,3,150,Yamaha
KTM Splendor Plus,151595,Bangalore,1352,Third Owner,13,160,KTM
Suzuki Classic 350,201649,Kolkata,88209,Second Owner,5,220,Suzuki
Yamaha Splendor Plus,156930,Pune,59159,Fourth Owner,11,180,Yamaha
Other FZ S,135399,Pune,92509,Fourth Owner,9,160,Other
Bajaj Apache RTR 160,184321,Lucknow,42142,Second Owner,12,200,Bajaj
KTM Shine 125cc,86757,Mumbai,88814,First Owner,17,125,KTM
Yamaha Splendor Plus,644324,Hyderabad,8127,First Owner,4,650,Yamaha
Royal Enfield Pulsar 150cc,156757,Hyderabad,33584,Second Owner,1,160,Royal Enfield
Bajaj Shine 125cc,164460,Jaipur,8463,Fourth Owner,18,180,Bajaj
TVS Other Model,147983,Pune,90926,Second Owner,10,180,TVS
Honda Access 125,634650,Pune,20216,Fourth Owner,13,650,Honda
Suzuki Splendor Plus,185838,Hyderabad,68247,Third Owner,5,200,Suzuki
Other Shine 125cc,79413,Lucknow,58938,First Owner,7,100,Other
Royal Enfield FZ S,80137,Chennai,68160,Fourth Owner,9,100,Royal Enfield
Other FZ S,154486,Chennai,86823,First Owner,9,180,Other
Other Classic 350,102027,Kolkata,34805,Second Owner,5,110,Other
Honda Shine 125cc,475620,Ahmedabad,30407,Second Owner,16,500,Honda
Honda FZ S,469249,Ahmedabad,82094,Third Owner,11,500,Honda
Royal Enfield Shine 125cc,166823,Mumbai,34550,Second Owner,8,180,Royal Enfield
TVS Other Model,72640,Hyderabad,95032,Second Owner,14,110,TVS
Honda FZ S,67237,Bangalore,99283,Third Owner,18,110,Honda
Honda Classic 350,188569,Lucknow,96865,Fourth Owner,9,220,Honda
Other Access 125,633818,Bangalore,54661,First Owner,7,650,Other
Yamaha Pulsar 150cc,203414,Jaipur,8839,Third Owner,18,220,Yamaha
Bajaj Other Model,136566,Mumbai,31491,Third Owner,7,150,Bajaj
TVS Duke 200,179673,Mumbai,79900,Third Owner,5,200,TVS
Yamaha Duke 200,167184,Hyderabad,77998,Fourth Owner,14,200,Yamaha
Honda Duke 200,184266,Pune,41201,Third Owner,5,200,Honda
Bajaj Apache RTR 160,81160,Ahmedabad,78517,First Owner,16,110,Bajaj
Hero FZ S,461414,Mumbai,94697,First Owner,15,500,Hero
Honda Splendor Plus,201433,Mumbai,92846,First Owner,1,220,Honda
Royal Enfield FZ S,491583,Chennai,9741,Fourth Owner,7,500,Royal Enfield
Other Shine 125cc,182148,Jaipur,39014,Third Owner,6,200,Other
Hero Splendor Plus,332832,Mumbai,55014,Third Owner,11,350,Hero
Honda Duke 200,127444,Ahmedabad,32983,Fourth Owner,14,150,Honda
TVS Splendor Plus,325426,Bangalore,71626,First Owner,13,350,TVS
Other FZ S,168162,Lucknow,83624,Third Owner,15,200,Other
Bajaj Other Model,161991,Ahmedabad,31329,Third Owner,7,180,Bajaj
Other Splendor Plus,322850,Delhi,50379,Fourth Owner,16,350,Other
Suzuki Other Model,178709,Kolkata,39713,Fourth Owner,10,200,Suzuki
TVS Access 125,187594,Lucknow,52044,Third Owner,3,200,TVS
Bajaj Duke 200,128408,Pune,75961,Second Owner,2,150,Bajaj
Suzuki Splendor Plus,73575,Bangalore,27740,Second Owner,17,100,Suzuki
Royal Enfield Pulsar 150cc,471195,Bangalore,88212,Second Owner,16,500,Royal Enfield
Royal Enfield Access 125,101136,Lucknow,10318,Third Owner,18,125,Royal Enfield
Bajaj Shine 125cc,190595,Lucknow,46509,Fourth Owner,19,220,Bajaj
Suzuki FZ S,81487,Pune,72918,Third Owner,9,110,Suzuki
KTM Access 125,610840,Lucknow,97631,Fourth Owner,19,650,KTM
Suzuki Duke 200,342190,Lucknow,5467,Third Owner,7,350,Suzuki
Honda Splendor Plus,162852,Pune,80495,Second Owner,6,180,Honda
Hero Other Model,332206,Bangalore,36836,Third Owner,10,350,Hero
Bajaj Shine 125cc,206319,Mumbai,15736,Third Owner,11,220,Bajaj
Suzuki Splendor Plus,71304,Hyderabad,89572,Third Owner,17,110,Suzuki
Honda Pulsar 150cc,134803,Delhi,39880,Fourth Owner,10,150,Honda
KTM Pulsar 150cc,477151,Lucknow,93679,Fourth Owner,2,500,KTM
Suzuki Access 125,115963,Lucknow,30065,Fourth Owner,6,125,Suzuki
Yamaha Access 125,87654,Mumbai,49130,First Owner,14,110,Yamaha
Honda Access 125,109893,Kolkata,38226,Third Owner,4,125,Honda
TVS FZ S,130550,Hyderabad,47070,Third Owner,7,150,TVS
TVS Duke 200,329180,Kolkata,44950,First Owner,10,350,TVS
Hero Access 125,188233,Jaipur,8431,Second Owner,9,200,Hero
Honda Pulsar 150cc,111961,Hyderabad,34126,Fourth Owner,9,125,Honda
Honda Classic 350,183336,Bangalore,14414,Second Owner,11,200,Honda
Other Pulsar 150cc,318753,Pune,69045,First Owner,19,350,Other
Hero FZ S,326341,Bangalore,81752,Third Owner,3,350,Hero
Honda Classic 350,185465,Bangalore,47217,First Owner,4,200,Honda
TVS Splendor Plus,200617,Pune,67159,Third Owner,9,220,TVS
Honda Splendor Plus,176668,Mumbai,24179,Third Owner,15,200,Honda
Royal Enfield FZ S,639828,Bangalore,3407,Second Owner,8,650,Royal Enfield
Bajaj Access 125,122001,Pune,74164,First Owner,19,160,Bajaj
Suzuki Splendor Plus,339692,Chennai,21073,Second Owner,4,350,Suzuki
Hero Other Model,325870,Hyderabad,74648,Second Owner,6,350,Hero
Hero Other Model,177204,Chennai,75973,Second Owner,8,200,Hero
TVS FZ S,483503,Kolkata,4670,Third Owner,11,500,TVS
Other Apache RTR 160,194130,Hyderabad,58776,Third Owner,11,220,Other
Hero FZ S,628189,Hyderabad,84382,Third Owner,8,650,Hero
Yamaha Duke 200,133319,Hyderabad,35037,First Owner,5,150,Yamaha
Hero Access 125,63652,Hyderabad,97092,Fourth Owner,13,100,Hero
Honda Classic 350,216303,Chennai,21629,Third Owner,2,220,Honda
TVS Access 125,494534,Kolkata,12142,Second Owner,4,500,TVS
Hero Duke 200,174407,Hyderabad,49955,Fourth Owner,16,200,Hero
KTM Classic 350,99536,Kolkata,51170,Third Owner,3,110,KTM
TVS FZ S,190374,Mumbai,53219,Second Owner,3,200,TVS
Hero Splendor Plus,181665,Mumbai,62908,Fourth Owner,9,200,Hero
Other FZ S,126956,Mumbai,97986,Third Owner,3,150,Other
TVS Pulsar 150cc,124669,Delhi,62802,First Owner,8,150,TVS
KTM Shine 125cc,172488,Kolkata,96985,Fourth Owner,6,200,KTM
Bajaj Classic 350,90881,Jaipur,53182,Third Owner,7,110,Bajaj
Bajaj Access 125,190946,Mumbai,57434,Third Owner,15,220,Bajaj
Hero Other Model,66275,Jaipur,96630,Second Owner,12,100,Hero
Honda Apache RTR 160,622136,Pune,62871,Second Owner,11,650,Honda
Hero Other Model,125609,Jaipur,93231,Third Owner,7,150,Hero
Honda Classic 350,160071,Bangalore,94320,Second Owner,2,180,Honda
Suzuki Classic 350,330799,Kolkata,75335,Third Owner,6,350,Suzuki
Royal Enfield Duke 200,93213,Lucknow,54765,Fourth Owner,17,125,Royal Enfield
Honda Pulsar 150cc,94852,Delhi,40910,Fourth Owner,18,125,Honda
Other Access 125,153495,Pune,28283,Third Owner,1,160,Other
Honda Shine 125cc,75056,Delhi,71869,Fourth Owner,12,100,Honda
KTM Shine 125cc,466417,Hyderabad,79583,Third Owner,15,500,KTM
Hero Access 125,111827,Delhi,57355,Second Owner,5,125,Hero
Yamaha Classic 350,627302,Bangalore,85935,Second Owner,3,650,Yamaha
TVS Apache RTR 160,481173,Ahmedabad,24499,Third Owner,14,500,TVS
Honda Pulsar 150cc,172285,Mumbai,8178,Second Owner,7,180,Honda
Honda Splendor Plus,162511,Lucknow,4693,First Owner,18,180,Honda
Suzuki Access 125,101753,Chennai,25942,Fourth Owner,14,125,Suzuki
TVS Splendor Plus,129092,Ahmedabad,98680,Second Owner,1,150,TVS
TVS Apache RTR 160,146436,Chennai,81608,First Owner,18,180,TVS
TVS Shine 125cc,141072,Chennai,58168,Fourth Owner,3,160,TVS
Yamaha Other Model,132549,Pune,55358,Third Owner,4,150,Yamaha
Honda Duke 200,139754,Lucknow,64779,Fourth Owner,3,160,Honda
Bajaj Classic 350,182816,Lucknow,84469,Third Owner,16,220,Bajaj
